Timestamp; x; y; z; rx; ry; rz; instruction ID; Game state
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:22;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
14-3-2024 14:03:23;0;0,15;-1,5;47,01647;191,0682;199,2529;0;waiting for user to recenter
